order_id,user_id,username,order_date,delivery_date,order_status,item_id,product_name,category,section,quantity,unit,price_per_unit,line_total,is_organic,producer_name,city,postcode
29,38,charlie.walker38,2024-08-20,2024-08-23,fulfilled,87,Yoghurt,dairy,all,4,each,1.73,6.92,True,Cotswold Fresh,Bristol,BS1 4PJ
29,38,charlie.walker38,2024-08-20,2024-08-23,fulfilled,88,Yoghurt,dairy,all,4,each,1.8,7.2,True,Cotswold Fresh,Bristol,BS1 4PJ
30,44,charlie.davies44,2024-07-07,2024-07-08,fulfilled,89,Sourdough Loaf,bakery,all,5,each,3.55,17.75,False,Bristol Organics,Bristol,BS8 2HY
31,7,frank.walker7,2024-06-04,2024-06-06,paid,90,Chutney,preserves,all,5,each,3.53,17.65,False,Bristol Organics,Bristol,BS5 6HX
31,7,frank.walker7,2024-06-04,2024-06-06,paid,91,Honey,preserves,all,4,each,4.98,19.92,True,Bristol Organics,Bristol,BS5 6HX
32,57,henry.williams57,2024-10-31,2024-11-07,fulfilled,92,Yoghurt,dairy,all,6,each,1.73,10.38,True,Mendip Hills Farm,Bristol,BS7 8AT
32,57,henry.williams57,2024-10-31,2024-11-07,fulfilled,93,Kale,vegetables,all,3,each,1.52,4.56,True,Mendip Hills Farm,Bristol,BS7 8AT
32,57,henry.williams57,2024-10-31,2024-11-07,fulfilled,94,Pears,fruits,seasonal,5,kg,1.92,9.6,False,Mendip Hills Farm,Bristol,BS7 8AT
32,57,henry.williams57,2024-10-31,2024-11-07,fulfilled,95,Whole Milk,dairy,all,6,l,1.21,7.26,False,Mendip Hills Farm,Bristol,BS7 8AT
32,57,henry.williams57,2024-10-31,2024-11-07,fulfilled,96,Pears,fruits,seasonal,3,kg,2.04,6.12,False,Mendip Hills Farm,Bristol,BS7 8AT
33,59,mia.smith59,2024-03-13,2024-03-19,fulfilled,97,Spinach,vegetables,seasonal,6,each,1.35,8.1,True,Green Valley Farm,Bristol,BS5 6HX
33,59,mia.smith59,2024-03-13,2024-03-19,fulfilled,98,Potatoes,vegetables,all,1,kg,1.43,1.43,False,Green Valley Farm,Bristol,BS5 6HX
33,59,mia.smith59,2024-03-13,2024-03-19,fulfilled,99,Sourdough Loaf,bakery,all,4,each,3.37,13.48,False,Green Valley Farm,Bristol,BS5 6HX
33,59,mia.smith59,2024-03-13,2024-03-19,fulfilled,100,Whole Milk,dairy,all,3,l,1.2,3.6,False,Green Valley Farm,Bristol,BS5 6HX
34,64,quinn.williams64,2025-03-24,2025-03-25,fulfilled,101,Rhubarb,fruits,seasonal,2,each,2.2,4.4,False,River Bend Nursery,Bristol,BS7 8AT
34,64,quinn.williams64,2025-03-24,2025-03-25,fulfilled,102,Tomatoes,vegetables,all,6,kg,1.86,11.16,False,River Bend Nursery,Bristol,BS7 8AT
34,64,quinn.williams64,2025-03-24,2025-03-25,fulfilled,103,Honey,preserves,all,2,each,4.99,9.98,True,River Bend Nursery,Bristol,BS7 8AT
34,64,quinn.williams64,2025-03-24,2025-03-25,fulfilled,104,Rhubarb,fruits,seasonal,2,each,2.2,4.4,False,River Bend Nursery,Bristol,BS7 8AT
34,64,quinn.williams64,2025-03-24,2025-03-25,fulfilled,105,Honey,preserves,all,4,each,5.23,20.92,True,River Bend Nursery,Bristol,BS7 8AT
35,61,eve.taylor61,2024-12-22,2024-12-26,fulfilled,106,Wholemeal Bread,bakery,all,3,each,2.85,8.55,False,Cotswold Fresh,Bristol,BS2 8QD
35,61,eve.taylor61,2024-12-22,2024-12-26,fulfilled,107,Sourdough Loaf,bakery,all,4,each,3.36,13.44,False,Cotswold Fresh,Bristol,BS2 8QD
35,61,eve.taylor61,2024-12-22,2024-12-26,fulfilled,108,Sourdough Loaf,bakery,all,4,each,3.63,14.52,False,Cotswold Fresh,Bristol,BS2 8QD
36,1,diana.smith1,2025-11-04,2025-11-11,fulfilled,109,Whole Milk,dairy,all,4,l,1.22,4.88,False,Avon Growers,Bristol,BS7 8AT
36,1,diana.smith1,2025-11-04,2025-11-11,fulfilled,110,Kale,vegetables,all,3,each,1.51,4.53,True,Avon Growers,Bristol,BS7 8AT
37,37,henry.smith37,2025-03-24,2025-03-30,fulfilled,111,Rhubarb,fruits,seasonal,5,each,2.08,10.4,False,Green Valley Farm,Bristol,BS1 4PJ
37,37,henry.smith37,2025-03-24,2025-03-30,fulfilled,112,Rhubarb,fruits,seasonal,4,each,2.19,8.76,False,Green Valley Farm,Bristol,BS1 4PJ
38,20,bob.davies20,2025-05-25,2025-05-31,fulfilled,113,Red Onions,vegetables,all,4,kg,1.11,4.44,False,Severn Side Produce,Bristol,BS5 6HX
38,20,bob.davies20,2025-05-25,2025-05-31,fulfilled,114,Potatoes,vegetables,all,1,kg,1.47,1.47,False,Severn Side Produce,Bristol,BS5 6HX
38,20,bob.davies20,2025-05-25,2025-05-31,fulfilled,115,Whole Milk,dairy,all,3,l,1.25,3.75,False,Severn Side Produce,Bristol,BS5 6HX
38,20,bob.davies20,2025-05-25,2025-05-31,fulfilled,116,Tomatoes,vegetables,all,3,kg,1.84,5.52,False,Severn Side Produce,Bristol,BS5 6HX
39,76,alice.johnson76,2025-08-16,2025-08-22,fulfilled,117,Blackberries,fruits,seasonal,5,each,3.28,16.4,True,Wye Valley Growers,Bristol,BS3 1LZ
39,76,alice.johnson76,2025-08-16,2025-08-22,fulfilled,118,Blackberries,fruits,seasonal,2,each,3.35,6.7,True,Wye Valley Growers,Bristol,BS3 1LZ
39,76,alice.johnson76,2025-08-16,2025-08-22,fulfilled,119,Gooseberries,fruits,seasonal,2,each,2.9,5.8,False,Wye Valley Growers,Bristol,BS3 1LZ
39,76,alice.johnson76,2025-08-16,2025-08-22,fulfilled,120,Blackberries,fruits,seasonal,6,each,3.19,19.14,True,Wye Valley Growers,Bristol,BS3 1LZ
39,76,alice.johnson76,2025-08-16,2025-08-22,fulfilled,121,Pears,fruits,seasonal,4,kg,2.1,8.4,False,Wye Valley Growers,Bristol,BS3 1LZ
40,20,bob.davies20,2025-05-22,2025-05-23,fulfilled,122,Yoghurt,dairy,all,1,each,1.8,1.8,True,River Bend Nursery,Bristol,BS10 5EX
41,59,mia.smith59,2024-01-16,2024-01-22,fulfilled,123,Leeks,vegetables,seasonal,3,each,1.32,3.96,False,Bristol Organics,Bristol,BS3 1LZ
41,59,mia.smith59,2024-01-16,2024-01-22,fulfilled,124,Carrots,vegetables,all,3,kg,1.24,3.72,False,Bristol Organics,Bristol,BS3 1LZ
41,59,mia.smith59,2024-01-16,2024-01-22,fulfilled,125,Red Onions,vegetables,all,3,kg,1.11,3.33,False,Bristol Organics,Bristol,BS3 1LZ
41,59,mia.smith59,2024-01-16,2024-01-22,fulfilled,126,Sourdough Loaf,bakery,all,5,each,3.34,16.7,False,Bristol Organics,Bristol,BS3 1LZ
42,9,charlie.evans9,2024-08-28,2024-09-03,fulfilled,127,Carrots,vegetables,all,6,kg,1.22,7.32,False,Green Valley Farm,Bristol,BS5 6HX
43,13,sam.taylor13,2025-03-30,2025-04-01,fulfilled,128,Sourdough Loaf,bakery,all,3,each,3.46,10.38,False,Avon Growers,Bristol,BS1 4PJ
43,13,sam.taylor13,2025-03-30,2025-04-01,fulfilled,129,Rhubarb,fruits,seasonal,5,each,2.14,10.7,False,Avon Growers,Bristol,BS1 4PJ
43,13,sam.taylor13,2025-03-30,2025-04-01,fulfilled,130,Rhubarb,fruits,seasonal,1,each,2.12,2.12,False,Avon Growers,Bristol,BS1 4PJ
44,49,peter.taylor49,2025-09-26,2025-10-02,fulfilled,131,Pears,fruits,seasonal,4,kg,1.95,7.8,False,Cotswold Fresh,Bristol,BS10 5EX
44,49,peter.taylor49,2025-09-26,2025-10-02,fulfilled,132,Wholemeal Bread,bakery,all,4,each,2.91,11.64,False,Cotswold Fresh,Bristol,BS10 5EX
45,70,isla.evans70,2024-06-10,2024-06-11,fulfilled,133,Cheese,dairy,all,3,each,4.36,13.08,False,Mendip Hills Farm,Bristol,BS6 7NR
45,70,isla.evans70,2024-06-10,2024-06-11,fulfilled,134,Red Onions,vegetables,all,1,kg,1.07,1.07,False,Mendip Hills Farm,Bristol,BS6 7NR
45,70,isla.evans70,2024-06-10,2024-06-11,fulfilled,135,Raspberries,fruits,seasonal,3,each,3.99,11.97,True,Mendip Hills Farm,Bristol,BS6 7NR
45,70,isla.evans70,2024-06-10,2024-06-11,fulfilled,136,Chutney,preserves,all,6,each,3.46,20.76,False,Mendip Hills Farm,Bristol,BS6 7NR
46,2,henry.williams2,2025-08-02,2025-08-09,fulfilled,137,Kale,vegetables,all,5,each,1.55,7.75,True,Wye Valley Growers,Bristol,BS1 4PJ
46,2,henry.williams2,2025-08-02,2025-08-09,fulfilled,138,Pears,fruits,seasonal,5,kg,1.95,9.75,False,Wye Valley Growers,Bristol,BS1 4PJ
46,2,henry.williams2,2025-08-02,2025-08-09,fulfilled,139,Strawberry Jam,preserves,all,6,each,3.31,19.86,False,Wye Valley Growers,Bristol,BS1 4PJ
47,13,sam.taylor13,2025-10-04,2025-10-10,fulfilled,140,Apples,fruits,seasonal,1,kg,1.87,1.87,True,Avon Growers,Bristol,BS8 2HY
47,13,sam.taylor13,2025-10-04,2025-10-10,fulfilled,141,Pears,fruits,seasonal,2,kg,1.94,3.88,False,Avon Growers,Bristol,BS8 2HY
47,13,sam.taylor13,2025-10-04,2025-10-10,fulfilled,142,Wholemeal Bread,bakery,all,5,each,2.8,14.0,False,Avon Growers,Bristol,BS8 2HY
47,13,sam.taylor13,2025-10-04,2025-10-10,fulfilled,143,Apples,fruits,seasonal,3,kg,1.87,5.61,True,Avon Growers,Bristol,BS8 2HY
47,13,sam.taylor13,2025-10-04,2025-10-10,fulfilled,144,Pears,fruits,seasonal,6,kg,2.07,12.42,False,Avon Growers,Bristol,BS8 2HY
48,15,mia.brown15,2025-04-24,2025-04-25,fulfilled,145,Red Onions,vegetables,all,1,kg,1.07,1.07,False,Severn Side Produce,Bristol,BS4 3EW
48,15,mia.brown15,2025-04-24,2025-04-25,fulfilled,146,Kale,vegetables,all,6,each,1.54,9.24,True,Severn Side Produce,Bristol,BS4 3EW
48,15,mia.brown15,2025-04-24,2025-04-25,fulfilled,147,Red Onions,vegetables,all,6,kg,1.15,6.9,False,Severn Side Produce,Bristol,BS4 3EW
48,15,mia.brown15,2025-04-24,2025-04-25,fulfilled,148,Spinach,vegetables,seasonal,4,each,1.33,5.32,True,Severn Side Produce,Bristol,BS4 3EW
48,15,mia.brown15,2025-04-24,2025-04-25,fulfilled,149,Cheese,dairy,all,5,each,4.37,21.85,False,Severn Side Produce,Bristol,BS4 3EW
49,9,charlie.evans9,2025-10-12,2025-10-19,fulfilled,150,Tomatoes,vegetables,all,3,kg,1.89,5.67,False,Severn Side Produce,Bristol,BS5 6HX
50,15,mia.brown15,2024-04-09,2024-04-11,paid,151,Whole Milk,dairy,all,4,l,1.21,4.84,False,Severn Side Produce,Bristol,BS3 1LZ
50,15,mia.brown15,2024-04-09,2024-04-11,paid,152,Strawberry Jam,preserves,all,6,each,3.07,18.42,False,Severn Side Produce,Bristol,BS3 1LZ
50,15,mia.brown15,2024-04-09,2024-04-11,paid,153,Red Onions,vegetables,all,3,kg,1.05,3.15,False,Severn Side Produce,Bristol,BS3 1LZ
50,15,mia.brown15,2024-04-09,2024-04-11,paid,154,Cheese,dairy,all,4,each,4.7,18.8,False,Severn Side Produce,Bristol,BS3 1LZ
51,47,charlie.thomas47,2024-04-11,2024-04-17,fulfilled,155,Carrots,vegetables,all,4,kg,1.15,4.6,False,Avon Growers,Bristol,BS6 7NR
51,47,charlie.thomas47,2024-04-11,2024-04-17,fulfilled,156,Whole Milk,dairy,all,5,l,1.26,6.3,False,Avon Growers,Bristol,BS6 7NR
51,47,charlie.thomas47,2024-04-11,2024-04-17,fulfilled,157,Kale,vegetables,all,2,each,1.57,3.14,True,Avon Growers,Bristol,BS6 7NR
51,47,charlie.thomas47,2024-04-11,2024-04-17,fulfilled,158,Red Onions,vegetables,all,1,kg,1.14,1.14,False,Avon Growers,Bristol,BS6 7NR
52,71,karen.jones71,2024-07-31,2024-08-05,fulfilled,159,Chutney,preserves,all,1,each,3.42,3.42,False,River Bend Nursery,Bristol,BS4 3EW
52,71,karen.jones71,2024-07-31,2024-08-05,fulfilled,160,Courgettes,vegetables,seasonal,5,each,1.56,7.8,False,River Bend Nursery,Bristol,BS4 3EW
53,23,isla.williams23,2024-04-22,2024-04-28,paid,161,Rhubarb,fruits,seasonal,5,each,2.06,10.3,False,Avon Growers,Bristol,BS3 1LZ
53,23,isla.williams23,2024-04-22,2024-04-28,paid,162,Sourdough Loaf,bakery,all,2,each,3.58,7.16,False,Avon Growers,Bristol,BS3 1LZ
53,23,isla.williams23,2024-04-22,2024-04-28,paid,163,Sourdough Loaf,bakery,all,4,each,3.48,13.92,False,Avon Growers,Bristol,BS3 1LZ
54,47,charlie.thomas47,2025-06-09,2025-06-14,fulfilled,164,Yoghurt,dairy,all,6,each,1.8,10.8,True,Green Valley Farm,Bristol,BS9 1JB
54,47,charlie.thomas47,2025-06-09,2025-06-14,fulfilled,165,Tomatoes,vegetables,all,1,kg,1.89,1.89,False,Green Valley Farm,Bristol,BS9 1JB
